OverallQual,GrLivArea,BsmtQual,Neighborhood,KitchenQual,BsmtFinSF1,TotalBsmtSF,1stFlrSF,GarageArea,FullBath,MasVnrArea,ExterQual,YearRemod/Add,MSSubClass,YearBuilt,SalePrice
6,848,Gd,CollgCr,Gd,662.0,848.0,848,420.0,1,205.0,Gd,2004,120,2004,149000
6,848,Gd,CollgCr,Gd,662.0,848.0,848,420.0,1,169.0,Gd,2004,120,2004,144500
5,796,Fa,Edwards,TA,0.0,796.0,796,0.0,1,0.0,TA,1950,30,1910,85000
5,2200,TA,Edwards,TA,1084.0,1272.0,1272,0.0,2,0.0,TA,2003,90,1900,145900
5,1092,TA,Edwards,TA,609.0,1092.0,1092,264.0,1,0.0,TA,1966,20,1966,123000
5,1256,TA,Edwards,TA,830.0,1256.0,1256,276.0,1,0.0,Gd,1965,20,1965,147500
5,1033,Gd,Edwards,TA,456.0,456.0,1033,504.0,1,222.0,TA,1976,85,1976,165000
6,1127,TA,Edwards,TA,1033.0,1127.0,1127,480.0,1,84.0,TA,1976,20,1976,135000
5,996,TA,Edwards,TA,290.0,996.0,996,0.0,1,0.0,TA,1969,30,1940,108000
4,1181,Gd,Edwards,TA,920.0,1138.0,1181,588.0,2,0.0,TA,1972,85,1972,137500
7,1656,Gd,Edwards,Gd,0.0,746.0,760,397.0,2,92.0,Gd,2004,60,2003,165400
6,1117,TA,Edwards,TA,368.0,1029.0,1117,542.0,1,0.0,TA,1977,80,1977,147000
6,1398,TA,Edwards,TA,288.0,684.0,684,440.0,1,0.0,TA,2001,60,1976,160500
4,1132,Gd,Edwards,Gd,1024.0,1132.0,1132,451.0,1,0.0,TA,2005,20,2005,176000
5,3820,,Edwards,Ex,0.0,0.0,3820,624.0,3,0.0,TA,1996,20,1959,284700
6,1072,Gd,Edwards,TA,459.0,547.0,1072,525.0,1,80.0,TA,2005,180,2005,148000
4,1152,,Edwards,Fa,0.0,0.0,1152,0.0,2,0.0,TA,1955,90,1955,82000
4,1152,,Edwards,TA,0.0,0.0,1152,0.0,2,0.0,TA,1955,90,1955,82000
4,1440,TA,Edwards,Fa,133.0,1440.0,1440,0.0,2,270.0,TA,1955,90,1955,118000
4,1152,,Edwards,TA,0.0,0.0,1152,0.0,2,58.0,TA,1955,90,1955,82500
4,784,TA,Edwards,TA,784.0,784.0,784,0.0,1,0.0,TA,1955,190,1955,91900
5,1053,TA,Edwards,Ex,0.0,585.0,585,0.0,1,0.0,TA,2007,50,1938,120000
5,1137,,Edwards,TA,0.0,0.0,929,0.0,1,0.0,TA,1993,50,1947,96000
4,930,Gd,Edwards,TA,767.0,911.0,930,286.0,1,115.0,TA,1953,20,1953,99000
5,1200,TA,Edwards,TA,352.0,768.0,768,240.0,1,0.0,TA,1995,50,1946,130500
4,1470,TA,Edwards,TA,0.0,941.0,997,548.0,2,0.0,TA,1972,50,1954,135000
5,1393,TA,Edwards,TA,0.0,816.0,872,300.0,1,0.0,TA,1955,50,1955,135500
4,1204,Ex,Edwards,TA,0.0,416.0,1204,312.0,1,0.0,TA,1954,80,1954,100000
4,1292,TA,Edwards,Gd,224.0,949.0,949,205.0,1,0.0,TA,2008,30,1923,108000
5,864,TA,Edwards,TA,468.0,864.0,864,0.0,1,0.0,TA,1950,30,1925,98000
3,864,TA,Edwards,TA,41.0,864.0,864,0.0,1,0.0,TA,1950,30,1914,67000
5,1716,TA,SWISU,Fa,210.0,780.0,936,0.0,2,0.0,TA,2000,190,1912,135900
6,1482,TA,SWISU,Fa,156.0,672.0,810,400.0,2,0.0,TA,1950,70,1925,140000
6,1694,TA,SWISU,TA,423.0,1181.0,1390,576.0,2,0.0,TA,1950,50,1925,136500
7,1424,TA,SWISU,TA,0.0,1228.0,1424,312.0,2,174.0,TA,1950,30,1921,168000
5,1964,TA,SWISU,TA,0.0,940.0,1024,0.0,1,0.0,TA,1950,70,1911,130000
5,2601,TA,SWISU,TA,0.0,612.0,990,621.0,3,0.0,TA,1998,70,1921,189000
6,1920,TA,SWISU,TA,281.0,960.0,960,480.0,2,0.0,TA,1950,90,1930,161900
6,1316,TA,Crawfor,TA,379.0,644.0,672,369.0,1,0.0,TA,1950,70,1926,145000
6,1680,Gd,Crawfor,TA,0.0,840.0,840,308.0,2,0.0,TA,1976,70,1915,177000
6,1264,Gd,Crawfor,TA,0.0,676.0,676,400.0,1,0.0,TA,1995,50,1914,147500
6,790,Gd,SWISU,TA,384.0,768.0,790,160.0,1,0.0,TA,1950,30,1930,91000
8,1512,Fa,Crawfor,Gd,406.0,798.0,798,180.0,2,0.0,Gd,1997,70,1925,231000
6,1603,TA,Crawfor,TA,0.0,784.0,819,599.0,1,0.0,TA,1950,70,1923,138000
7,1502,Gd,Crawfor,TA,0.0,776.0,851,270.0,1,0.0,TA,2000,70,1931,149000
6,1660,TA,Crawfor,TA,326.0,715.0,849,240.0,1,0.0,TA,1995,70,1934,188700
5,1938,TA,Crawfor,Gd,606.0,942.0,1265,240.0,2,0.0,TA,1995,50,1937,198000
5,1374,TA,Crawfor,TA,0.0,884.0,932,225.0,1,0.0,TA,1950,50,1938,110000
6,1091,TA,Crawfor,TA,500.0,1091.0,1091,344.0,1,88.0,TA,1951,20,1951,104000
8,1873,TA,Crawfor,TA,210.0,608.0,983,786.0,1,40.0,TA,1950,70,1935,257076
8,3447,TA,Crawfor,Gd,192.0,728.0,1968,1014.0,3,632.0,TA,1997,50,1935,381000
7,1954,TA,Crawfor,Gd,341.0,798.0,1137,431.0,1,312.0,Gd,2006,50,1939,311500
7,2161,TA,Crawfor,Gd,435.0,832.0,1218,506.0,2,0.0,TA,2000,50,1950,263400
5,1898,TA,Crawfor,TA,1116.0,1898.0,1898,484.0,2,0.0,TA,1956,20,1956,236500
6,1640,TA,Crawfor,Gd,728.0,1296.0,1640,924.0,1,72.0,Gd,2006,20,1954,224000
6,1032,Gd,Blueste,TA,366.0,516.0,516,462.0,1,0.0,TA,1980,160,1980,116500
6,1556,Gd,Blueste,TA,81.0,716.0,716,452.0,2,0.0,TA,1980,160,1980,151000
6,919,TA,IDOTRR,TA,299.0,894.0,919,195.0,1,0.0,TA,1998,30,1926,126000
6,1090,Fa,IDOTRR,TA,0.0,720.0,760,240.0,1,0.0,TA,2006,50,1940,120000
4,796,TA,IDOTRR,TA,0.0,796.0,796,0.0,1,0.0,TA,1950,30,1922,55000
6,816,TA,IDOTRR,TA,538.0,816.0,816,432.0,1,0.0,Gd,2007,30,1930,120500
5,778,TA,IDOTRR,TA,403.0,740.0,778,924.0,1,0.0,TA,1955,30,1940,120500
5,1200,Gd,IDOTRR,TA,0.0,780.0,780,0.0,1,0.0,TA,1950,50,1930,119000
5,1656,Gd,IDOTRR,TA,257.0,624.0,1092,288.0,1,0.0,Fa,1967,80,1967,126000
5,912,TA,IDOTRR,TA,0.0,520.0,912,360.0,1,0.0,TA,1995,30,1930,99500
5,1955,TA,IDOTRR,TA,330.0,1151.0,1151,356.0,2,162.0,TA,1958,50,1958,165500
1,733,,IDOTRR,Fa,0.0,0.0,733,487.0,1,0.0,Fa,1952,20,1952,13100
4,1361,Po,IDOTRR,TA,0.0,173.0,825,185.0,1,0.0,TA,1950,70,1895,89000
4,1317,TA,IDOTRR,TA,0.0,649.0,649,250.0,1,0.0,TA,1950,70,1920,40000
4,1049,Po,IDOTRR,TA,0.0,356.0,671,195.0,1,0.0,TA,2000,50,1910,80900
3,894,TA,IDOTRR,TA,0.0,894.0,894,1248.0,1,0.0,Fa,1950,30,1935,81000
4,864,Fa,IDOTRR,Fa,0.0,592.0,432,216.0,1,0.0,TA,1950,70,1920,65000
8,1652,Ex,Crawfor,Gd,1480.0,1600.0,1652,482.0,2,186.0,Ex,2008,120,2008,392500
8,1648,Ex,Crawfor,Ex,1476.0,1596.0,1648,525.0,2,186.0,Ex,2008,120,2007,294464
7,1646,Ex,Crawfor,Ex,1474.0,1594.0,1646,482.0,2,174.0,Gd,2005,120,2004,250000
8,1646,Ex,Crawfor,Gd,1373.0,1594.0,1646,482.0,2,174.0,Gd,2005,120,2004,275000
7,2032,Ex,Mitchel,Gd,700.0,1840.0,2032,786.0,3,668.0,Gd,1997,20,1996,300000
8,1689,Gd,Mitchel,Gd,1218.0,1568.0,1689,857.0,2,148.0,Gd,2002,20,2002,271000
7,1820,Gd,Mitchel,Gd,0.0,910.0,910,816.0,2,0.0,TA,1997,60,1996,213000
6,1118,TA,Mitchel,TA,522.0,1096.0,1118,358.0,1,0.0,TA,1977,80,1977,171000
6,1279,TA,Mitchel,TA,641.0,1196.0,1279,473.0,2,0.0,TA,1977,20,1977,171500
5,1872,,Mitchel,TA,0.0,0.0,936,484.0,2,0.0,TA,1976,90,1976,100000
4,1689,Gd,Mitchel,TA,1383.0,1680.0,1689,432.0,2,0.0,TA,1991,20,1991,228500
5,1786,TA,Timber,TA,1249.0,1499.0,1619,529.0,2,0.0,TA,1965,190,1965,228950
7,1501,Gd,Timber,Gd,893.0,1277.0,1501,512.0,2,340.0,Gd,1986,120,1986,241500
8,2898,Gd,Timber,Gd,1165.0,1565.0,2898,665.0,2,0.0,Gd,1976,20,1976,287000
8,1537,Ex,Timber,Gd,1036.0,1518.0,1537,788.0,2,258.0,Gd,2007,20,2006,294000
8,1646,Gd,Timber,Gd,1513.0,1638.0,1646,800.0,2,338.0,Gd,2008,20,2007,293077
8,1780,Gd,Timber,Gd,770.0,920.0,920,612.0,2,0.0,Gd,2007,60,2007,264966
5,1442,Gd,Timber,TA,0.0,352.0,712,400.0,2,0.0,TA,2007,80,2006,172500
5,1394,Gd,Timber,Gd,0.0,384.0,754,400.0,2,0.0,TA,2007,80,2006,167500
7,1612,Gd,Timber,Gd,0.0,796.0,796,666.0,2,60.0,Gd,2008,60,2008,218689
6,1495,Gd,Timber,TA,0.0,1495.0,1495,438.0,2,128.0,TA,1989,20,1989,150000
6,1651,Gd,Timber,TA,1398.0,1606.0,1651,616.0,2,132.0,TA,1986,20,1986,184000
6,1256,Gd,Timber,Gd,920.0,1256.0,1256,578.0,2,228.0,Gd,1986,20,1986,180000
6,1509,Gd,Timber,Gd,783.0,1461.0,1509,600.0,2,219.0,Gd,1989,80,1988,175000
8,1440,Ex,Timber,Gd,1029.0,1432.0,1440,467.0,2,206.0,Gd,2003,20,2003,232500
6,1675,Ex,Timber,Gd,1223.0,1666.0,1675,435.0,2,0.0,Gd,2000,20,1999,195000
8,2262,Gd,Timber,Gd,871.0,1482.0,1482,749.0,2,226.0,Gd,2003,60,2003,305000
8,1728,Gd,Timber,Gd,1011.0,1884.0,1728,520.0,2,0.0,Gd,2007,20,2007,298751
8,1964,Ex,Timber,Gd,1571.0,1964.0,1964,892.0,2,674.0,Gd,2006,20,2005,370000
7,1344,Gd,Mitchel,TA,1309.0,1344.0,1344,784.0,2,200.0,TA,1998,90,1997,209200
7,1344,Gd,Mitchel,TA,1309.0,1344.0,1344,784.0,2,200.0,TA,1998,90,1997,206300
5,1092,Gd,Mitchel,TA,0.0,1092.0,1092,0.0,1,0.0,TA,2008,20,2007,146000
6,1189,Ex,Mitchel,TA,864.0,1189.0,1189,392.0,2,197.0,TA,1997,120,1997,160500
4,1200,Gd,Mitchel,TA,865.0,1200.0,1200,850.0,1,98.0,TA,1964,85,1964,173000
5,1040,Gd,MeadowV,TA,769.0,1040.0,1040,499.0,1,0.0,TA,1975,120,1975,124000
5,1304,Gd,MeadowV,TA,0.0,264.0,616,336.0,1,0.0,TA,1976,160,1976,115000
5,1475,Gd,MeadowV,TA,318.0,550.0,925,336.0,2,0.0,TA,1976,160,1976,129500
4,988,Gd,MeadowV,TA,501.0,526.0,526,297.0,1,0.0,TA,2006,180,1973,105000
4,988,Gd,MeadowV,TA,437.0,462.0,526,297.0,1,0.0,TA,1973,180,1973,94900
5,1160,TA,Mitchel,Gd,785.0,1113.0,1160,257.0,1,0.0,TA,1968,20,1968,152500
6,1092,TA,MeadowV,TA,358.0,546.0,546,0.0,2,0.0,TA,2007,160,1970,98000
4,630,Gd,MeadowV,TA,495.0,630.0,630,0.0,1,0.0,TA,1972,180,1972,81000
5,988,TA,Mitchel,TA,0.0,988.0,988,520.0,1,0.0,TA,1954,20,1954,113000
5,816,TA,Mitchel,TA,534.0,816.0,816,264.0,1,0.0,TA,1983,20,1983,128500
5,923,TA,Mitchel,TA,658.0,876.0,923,264.0,1,0.0,TA,1985,20,1984,119500
5,816,TA,Mitchel,Gd,641.0,816.0,816,264.0,1,0.0,Gd,2008,20,1982,130500
5,816,TA,Mitchel,TA,816.0,816.0,816,816.0,1,0.0,TA,2003,20,1982,138000
5,845,TA,Mitchel,Gd,638.0,845.0,845,264.0,1,0.0,TA,2005,20,1982,134500
6,1750,Gd,Mitchel,TA,660.0,983.0,983,423.0,2,0.0,TA,1985,50,1940,160000
5,889,TA,Mitchel,TA,647.0,864.0,889,484.0,1,0.0,TA,1984,20,1984,137500
5,1968,TA,Mitchel,TA,562.0,784.0,1168,530.0,2,232.0,TA,1969,60,1969,172000
5,1836,TA,IDOTRR,TA,0.0,686.0,1150,288.0,2,0.0,TA,1950,70,1900,103000
6,1587,TA,NAmes,TA,838.0,1587.0,1587,525.0,2,302.0,TA,1971,20,1971,167300
7,1277,TA,NAmes,TA,778.0,1277.0,1277,526.0,1,0.0,TA,1970,20,1970,167000
7,2223,Gd,NAmes,TA,1880.0,2223.0,2223,516.0,2,1115.0,TA,1973,20,1973,244000
8,2217,TA,NAmes,Gd,351.0,2217.0,2217,621.0,2,0.0,Gd,1970,20,1970,268000
7,1733,Gd,Gilbert,Gd,0.0,847.0,847,433.0,2,0.0,Gd,2003,60,2003,225000
6,1572,Gd,Gilbert,TA,0.0,806.0,806,373.0,2,0.0,TA,1996,60,1995,168000
6,1470,Gd,Gilbert,TA,182.0,794.0,794,388.0,2,0.0,TA,1997,60,1997,177000
6,1600,Gd,Gilbert,TA,0.0,916.0,916,460.0,2,0.0,TA,1997,60,1997,169000
6,1384,Gd,Gilbert,TA,0.0,384.0,754,390.0,2,0.0,TA,1997,80,1997,161500
8,1652,Gd,StoneBr,Ex,1196.0,1494.0,1652,499.0,2,0.0,Gd,2000,120,2000,251000
6,1694,Gd,Gilbert,TA,186.0,392.0,924,398.0,2,32.0,TA,1994,80,1994,160000
6,1714,Gd,Gilbert,TA,871.0,923.0,947,451.0,2,0.0,TA,2000,60,1999,180000
7,1553,Gd,Gilbert,Gd,414.0,691.0,691,420.0,2,0.0,Gd,1996,60,1996,178750
7,1253,Gd,Gilbert,TA,0.0,1237.0,1253,402.0,2,38.0,TA,1996,20,1995,176000
6,2299,Gd,Gilbert,TA,0.0,938.0,957,482.0,3,0.0,TA,2003,60,1999,204000
7,1187,Gd,Gilbert,Gd,0.0,1168.0,1187,420.0,2,52.0,TA,1993,20,1992,160000
7,1472,Gd,Gilbert,Gd,0.0,384.0,802,402.0,2,76.0,Gd,1992,80,1991,160000
7,1482,Gd,Gilbert,Gd,0.0,384.0,812,392.0,2,170.0,TA,1992,80,1992,163900
6,1642,Gd,Gilbert,TA,0.0,903.0,910,392.0,2,0.0,TA,1994,60,1993,168000
6,1128,TA,Gilbert,TA,550.0,1302.0,1128,480.0,1,138.0,TA,1964,20,1964,154204
8,1088,Gd,StoneBr,Gd,0.0,1074.0,1088,461.0,1,0.0,Gd,1986,120,1986,170000
7,2090,Gd,StoneBr,Gd,828.0,1190.0,1190,577.0,2,0.0,Gd,1984,160,1984,207500
8,1179,Gd,StoneBr,TA,248.0,1166.0,1179,480.0,2,0.0,Gd,1988,120,1988,182000
8,1321,Gd,StoneBr,Gd,926.0,1312.0,1321,484.0,1,0.0,Gd,1990,120,1990,212000
9,1922,Ex,StoneBr,Gd,1249.0,1922.0,1922,676.0,2,200.0,Gd,2006,20,2005,377426
8,2541,Ex,StoneBr,Ex,986.0,1149.0,1164,729.0,3,146.0,Gd,2005,60,2005,349265
9,2338,Ex,StoneBr,Gd,1101.0,2660.0,2338,1110.0,2,710.0,Ex,2007,20,2006,591587
5,1424,Gd,Gilbert,TA,1047.0,1100.0,1424,828.0,1,0.0,TA,1990,190,1969,155000
9,1612,Ex,StoneBr,Ex,797.0,1612.0,1612,556.0,2,165.0,Gd,2006,120,2006,319900
8,1419,Gd,StoneBr,Gd,945.0,1419.0,1419,567.0,2,0.0,Gd,2007,20,2007,392000
8,2234,Ex,StoneBr,Gd,1558.0,2220.0,2234,724.0,1,945.0,Gd,2006,20,2006,441929
10,2042,Ex,StoneBr,Ex,1152.0,1742.0,2042,724.0,2,250.0,Ex,2007,20,2006,455000
6,1440,Gd,NWAmes,Gd,678.0,1440.0,1440,467.0,2,310.0,Gd,1981,20,1981,182900
6,1284,Gd,NWAmes,TA,256.0,1284.0,1284,480.0,2,0.0,TA,1984,20,1984,174000
6,1868,Gd,NWAmes,TA,0.0,585.0,1140,477.0,3,74.0,TA,2003,80,1984,178000
7,1479,Gd,NWAmes,Gd,321.0,725.0,725,484.0,2,306.0,Gd,2003,60,1981,176000
7,1664,Gd,NWAmes,Gd,1328.0,1529.0,1664,663.0,2,67.0,TA,1985,20,1978,213000
7,1930,Gd,NWAmes,Gd,758.0,780.0,1085,481.0,2,549.0,TA,1979,60,1979,192000
7,1969,Gd,NWAmes,TA,0.0,808.0,1161,534.0,2,0.0,TA,1977,60,1977,190000
6,2030,TA,NWAmes,Gd,156.0,848.0,1118,551.0,2,298.0,TA,1976,60,1976,195000
6,1032,Gd,NWAmes,TA,605.0,1032.0,1032,564.0,2,233.0,TA,1978,80,1978,148000
6,1177,Gd,NWAmes,Gd,781.0,1153.0,1177,495.0,2,98.0,TA,1984,20,1984,151500
7,1725,TA,NWAmes,TA,315.0,539.0,1040,550.0,2,96.0,TA,1979,60,1979,197000
6,1353,Gd,NWAmes,TA,903.0,1259.0,1353,478.0,2,253.0,TA,1999,20,1979,192350
5,1620,TA,NWAmes,TA,493.0,780.0,780,462.0,2,263.0,TA,1969,60,1969,152000
6,1220,TA,NWAmes,TA,492.0,1625.0,1220,944.0,2,176.0,TA,1971,20,1971,170000
5,1484,Gd,NWAmes,TA,998.0,1484.0,1484,487.0,2,0.0,TA,1971,20,1971,175000
6,1743,TA,NWAmes,TA,384.0,702.0,1041,539.0,1,365.0,Gd,1968,60,1968,175000
7,1935,Gd,NWAmes,TA,0.0,793.0,1142,550.0,2,233.0,TA,1976,60,1976,197900
7,1324,Gd,NWAmes,Gd,624.0,1228.0,1324,585.0,2,130.0,TA,1976,80,1976,174000
6,1877,TA,NWAmes,TA,931.0,1084.0,1084,488.0,2,0.0,TA,1974,60,1974,178900
5,1109,TA,NAmes,TA,349.0,372.0,576,288.0,1,82.0,TA,2005,80,1971,139000
6,981,TA,NAmes,TA,282.0,981.0,981,576.0,1,0.0,TA,1971,20,1971,143250
7,1479,TA,NAmes,Gd,626.0,725.0,725,484.0,1,138.0,TA,2004,60,1972,184000
5,1422,TA,NAmes,TA,566.0,925.0,1422,576.0,1,0.0,TA,1990,20,1970,155000
5,914,TA,NAmes,Ex,81.0,914.0,914,368.0,1,32.0,TA,2002,20,1970,133000
5,950,TA,NAmes,TA,412.0,950.0,950,280.0,1,0.0,TA,1971,20,1971,119500
4,872,TA,NAmes,TA,0.0,858.0,872,480.0,1,0.0,TA,1971,20,1971,123000
4,858,TA,NAmes,TA,322.0,858.0,858,684.0,1,0.0,TA,1971,20,1971,110000
4,914,TA,NAmes,TA,314.0,914.0,914,270.0,1,0.0,TA,1961,20,1961,128000
4,864,TA,NAmes,TA,616.0,864.0,864,528.0,1,0.0,TA,1971,20,1971,120500
7,767,Gd,NAmes,TA,584.0,723.0,767,367.0,1,182.0,TA,1998,120,1998,133000
6,1337,Gd,NAmes,Gd,0.0,1337.0,1337,511.0,2,0.0,Gd,2001,120,2001,155000
6,1337,Gd,NAmes,Gd,930.0,1405.0,1337,522.0,2,0.0,Gd,1998,120,1997,177000
6,1092,TA,BrDale,TA,312.0,525.0,525,264.0,1,567.0,TA,1973,160,1973,113500
6,1218,TA,BrDale,TA,356.0,672.0,672,264.0,1,285.0,TA,1973,160,1973,113000
6,1218,TA,BrDale,Ex,0.0,672.0,672,264.0,1,265.0,TA,1973,160,1973,113700
5,1302,TA,BrDale,TA,0.0,630.0,630,440.0,2,304.0,TA,1970,160,1970,106000
5,1365,TA,BrDale,TA,471.0,765.0,765,440.0,1,376.0,TA,1971,160,1971,122500
6,958,Gd,NPkVill,TA,120.0,1078.0,958,440.0,2,0.0,TA,1976,120,1976,128000
6,1548,Gd,NPkVill,Gd,556.0,804.0,804,440.0,2,0.0,TA,1976,160,1976,155000
7,1055,Gd,NPkVill,TA,632.0,1061.0,1055,319.0,2,0.0,TA,1978,120,1978,142500
5,988,TA,NAmes,TA,725.0,988.0,988,360.0,1,52.0,TA,1966,20,1966,129250
9,1816,Ex,NridgHt,Ex,1151.0,1790.0,1816,730.0,2,378.0,Ex,2007,20,2006,356000
9,1828,Ex,NridgHt,Gd,48.0,1822.0,1828,774.0,2,452.0,Ex,2007,20,2007,314813
8,1694,Ex,NridgHt,Gd,0.0,1694.0,1694,818.0,2,254.0,Ex,2007,20,2007,318000
8,1694,Ex,NridgHt,Gd,0.0,1694.0,1694,856.0,2,302.0,Gd,2007,20,2006,322400
8,1734,Ex,NridgHt,Ex,1004.0,1734.0,1734,928.0,2,328.0,Gd,2007,20,2007,318000
8,2122,Gd,NridgHt,Gd,1518.0,2108.0,2122,938.0,2,0.0,Gd,2007,20,2007,345474
9,2121,Ex,NridgHt,Ex,0.0,2121.0,2121,732.0,2,315.0,Ex,2007,20,2006,415298
9,2656,Ex,NridgHt,Ex,1304.0,1934.0,1943,1040.0,2,456.0,Ex,2007,60,2007,492000
8,2550,Ex,NridgHt,Ex,0.0,1108.0,1148,670.0,2,190.0,Gd,2007,60,2006,338931
10,2046,Ex,NridgHt,Ex,1430.0,1994.0,2046,878.0,2,400.0,Ex,2006,20,2005,450000
7,2172,Ex,NridgHt,Gd,0.0,1063.0,1071,947.0,2,350.0,Gd,2006,60,2006,280000
9,2552,Ex,NridgHt,Ex,1812.0,2552.0,2552,932.0,2,456.0,Ex,2007,20,2007,479069
8,1973,Gd,NridgHt,Gd,0.0,1935.0,1973,895.0,2,375.0,Gd,2006,20,2006,395000
9,2643,Gd,NridgHt,Ex,0.0,2153.0,2069,694.0,2,772.0,Ex,2006,60,2006,380000
8,1634,Gd,NridgHt,Gd,0.0,1626.0,1634,866.0,2,248.0,Gd,2006,20,2006,250000
8,1976,Ex,NridgHt,Gd,1350.0,1976.0,1976,908.0,2,304.0,Gd,2007,20,2006,440000
9,2758,Ex,NridgHt,Ex,0.0,1704.0,1722,814.0,2,365.0,Gd,2006,60,2005,418000
10,2290,Ex,NridgHt,Ex,1684.0,2320.0,2290,1174.0,2,970.0,Ex,2007,20,2007,500067
8,2152,Gd,NridgHt,Gd,0.0,1582.0,1582,728.0,2,0.0,Gd,2008,60,2007,260116
8,2473,Ex,NridgHt,Gd,0.0,1143.0,1143,852.0,2,344.0,Gd,2005,60,2004,317000
8,2100,Ex,NridgHt,Ex,778.0,918.0,958,786.0,2,120.0,Ex,2007,60,2007,319500
8,2161,Ex,NridgHt,Ex,1288.0,1582.0,1610,789.0,1,300.0,Gd,2007,60,2007,325624
9,1802,Ex,NridgHt,Ex,0.0,1802.0,1802,843.0,2,510.0,Ex,2006,20,2006,372000
8,2956,Gd,NridgHt,Ex,0.0,1706.0,1718,916.0,2,502.0,Gd,2004,60,2004,342000
8,2468,Ex,NridgHt,Gd,970.0,1136.0,1136,872.0,2,388.0,Gd,2004,60,2004,354000
8,2385,Ex,NridgHt,Gd,938.0,1317.0,1217,818.0,2,280.0,Gd,2003,60,2003,350000
8,2374,Gd,NridgHt,Ex,0.0,1181.0,1234,656.0,2,340.0,Gd,2004,60,2003,285000
8,1818,Ex,NridgHt,Ex,669.0,895.0,895,774.0,2,246.0,Gd,2007,60,2007,281500
7,1614,Gd,NridgHt,Gd,1178.0,1614.0,1614,878.0,2,210.0,Gd,2006,20,2005,245700
8,1721,Gd,NridgHt,Gd,119.0,1721.0,1721,554.0,2,210.0,Gd,2005,20,2005,232698
8,1828,Gd,NridgHt,Gd,0.0,1298.0,1298,876.0,2,0.0,Gd,2007,60,2006,250000
6,1362,Gd,NridgHt,Gd,20.0,1362.0,1362,460.0,2,256.0,Gd,2006,120,2005,194700
6,1302,Gd,NridgHt,Gd,866.0,1302.0,1302,631.0,1,182.0,Gd,2006,120,2005,204000
6,1302,Gd,NridgHt,Gd,1030.0,1302.0,1302,631.0,1,182.0,Gd,2006,120,2005,200000
6,1362,Gd,NridgHt,Gd,762.0,1362.0,1362,460.0,2,256.0,Gd,2006,120,2005,207000
8,1554,Gd,NridgHt,Gd,24.0,1554.0,1554,627.0,2,108.0,Gd,2006,120,2006,209500
8,1554,Gd,NridgHt,Gd,24.0,1554.0,1554,627.0,2,108.0,Gd,2006,120,2006,209500
8,1370,Gd,NridgHt,Gd,24.0,1370.0,1370,484.0,2,178.0,Gd,2006,120,2006,202500
9,1577,Ex,NridgHt,Ex,848.0,1577.0,1577,564.0,2,394.0,Ex,2005,120,2005,280000
9,1561,Ex,NridgHt,Ex,1153.0,1561.0,1561,556.0,2,246.0,Ex,2005,120,2005,277500
9,1869,Ex,NridgHt,Ex,0.0,1869.0,1869,617.0,2,362.0,Ex,2007,120,2007,318061
8,1324,Gd,NridgHt,Gd,24.0,1324.0,1324,550.0,2,176.0,Gd,2006,120,2006,221370
7,1405,Gd,NridgHt,Gd,1000.0,1405.0,1405,478.0,2,235.0,Gd,2003,120,2003,200000
6,1496,Gd,Gilbert,Gd,0.0,768.0,768,572.0,3,,Gd,2007,60,2007,181755
6,1536,Gd,Gilbert,Gd,0.0,768.0,768,400.0,2,0.0,Gd,2006,60,2005,176000
6,1484,Gd,Gilbert,Gd,0.0,783.0,783,393.0,2,0.0,Gd,2007,60,2005,178900
7,1458,Gd,Gilbert,Gd,0.0,608.0,608,454.0,2,44.0,TA,2007,60,2006,168165
6,1495,Gd,Gilbert,Gd,0.0,738.0,738,440.0,2,0.0,Gd,2006,60,2006,171925
6,1746,Gd,Gilbert,Gd,0.0,698.0,698,350.0,2,0.0,Gd,2007,60,2006,198444
6,1326,Gd,Gilbert,Gd,918.0,1326.0,1326,388.0,2,0.0,TA,2005,20,2005,203000
7,1456,Gd,Gilbert,Gd,0.0,728.0,728,400.0,2,0.0,Gd,2007,60,2007,179540
7,1302,Gd,Gilbert,Gd,0.0,1302.0,1302,436.0,2,0.0,Gd,2007,20,2007,176485
7,1340,Gd,Gilbert,Gd,24.0,1340.0,1340,396.0,2,0.0,Gd,2007,20,2007,181134
6,1412,Gd,Gilbert,Gd,0.0,616.0,616,432.0,2,0.0,TA,2007,60,2006,156932
6,1504,Gd,Gilbert,Gd,0.0,752.0,752,440.0,2,22.0,Gd,2007,60,2007,166000
7,1456,Gd,Gilbert,Gd,0.0,728.0,728,400.0,2,16.0,Gd,2007,60,2007,177594
7,1258,Gd,Gilbert,Gd,0.0,1246.0,1258,462.0,2,0.0,Gd,2007,20,2007,173500
7,1258,Ex,Blmngtn,Gd,0.0,1258.0,1258,648.0,2,72.0,Gd,2007,120,2006,172500
7,1402,Ex,Blmngtn,Gd,0.0,1258.0,1402,648.0,0,72.0,Gd,2007,120,2006,194201
8,1589,Gd,Blmngtn,Gd,1084.0,1406.0,1589,630.0,2,72.0,Gd,2003,120,2003,226500
7,1266,Gd,Blmngtn,Gd,0.0,1266.0,1266,388.0,2,16.0,Gd,2007,20,2007,185485
7,1530,Gd,Gilbert,Gd,1300.0,1530.0,1530,630.0,2,0.0,Gd,2004,20,2004,259000
7,1119,Gd,Gilbert,Gd,779.0,835.0,1119,437.0,2,0.0,Gd,2005,80,2004,188500
