OverallQual,GrLivArea,BsmtQual,Neighborhood,KitchenQual,BsmtFinSF1,TotalBsmtSF,1stFlrSF,GarageArea,FullBath,MasVnrArea,ExterQual,YearRemod/Add,MSSubClass,YearBuilt,SalePrice
6,1611,TA,NAmes,TA,674.0,780.0,798,442.0,1,360.0,TA,1964,60,1964,167900
5,1216,TA,NAmes,TA,996.0,1056.0,1216,280.0,1,144.0,TA,1951,20,1951,135000
7,1344,Gd,Mitchel,TA,1309.0,1344.0,1344,784.0,2,200.0,TA,1998,90,1997,206300
5,1473,TA,ClearCr,Ex,1324.0,1437.0,1473,452.0,1,0.0,TA,2003,20,1968,143000
5,1560,TA,Edwards,TA,612.0,1776.0,1560,528.0,2,96.0,TA,1962,80,1962,182000
6,1128,TA,Gilbert,TA,550.0,1302.0,1128,480.0,1,138.0,TA,1964,20,1964,154204
5,1600,TA,NAmes,TA,1277.0,1484.0,1600,319.0,1,0.0,TA,1997,20,1957,207500
8,2198,Gd,NoRidge,Gd,655.0,1145.0,1145,836.0,2,350.0,Gd,2000,60,2000,250000
7,2267,TA,Sawyer,TA,288.0,1005.0,1262,498.0,1,0.0,TA,1980,70,1937,219000
7,2097,Gd,SawyerW,Gd,50.0,1080.0,1080,678.0,2,0.0,Gd,1993,60,1993,228000
5,1573,TA,BrkSide,TA,0.0,1078.0,1128,360.0,2,0.0,TA,1992,50,1930,162900
5,1040,TA,Sawyer,TA,249.0,1040.0,1040,264.0,1,442.0,TA,1966,20,1966,123000
8,1504,Gd,Somerst,Gd,0.0,1504.0,1504,510.0,2,60.0,Gd,2006,20,2006,199000
7,1502,Gd,Crawfor,TA,0.0,776.0,851,270.0,1,0.0,TA,2000,70,1931,149000
8,1648,Ex,Crawfor,Ex,1476.0,1596.0,1648,525.0,2,186.0,Ex,2008,120,2007,294464
7,1646,Ex,Crawfor,Ex,1474.0,1594.0,1646,482.0,2,174.0,Gd,2005,120,2004,250000
5,1040,Gd,MeadowV,TA,769.0,1040.0,1040,499.0,1,0.0,TA,1975,120,1975,124000
8,1288,Gd,Veenker,Ex,786.0,1260.0,1288,500.0,1,0.0,Gd,1996,120,1996,245500
4,1344,TA,MeadowV,TA,0.0,546.0,798,0.0,1,0.0,TA,2008,160,1970,97000
4,936,Fa,Edwards,TA,0.0,624.0,624,265.0,1,0.0,TA,1950,50,1948,97900
5,1057,TA,Edwards,Gd,0.0,1057.0,1057,288.0,1,164.0,TA,1999,20,1955,137000
4,864,TA,NAmes,TA,524.0,864.0,864,576.0,1,0.0,TA,1971,20,1971,97000
6,1724,Gd,NWAmes,TA,528.0,1680.0,1724,480.0,1,359.0,TA,1976,80,1967,197900
6,2237,Gd,Timber,Gd,462.0,712.0,1375,440.0,2,0.0,TA,2006,60,1980,204000
5,886,Fa,OldTown,TA,0.0,190.0,886,273.0,1,0.0,TA,1996,30,1938,91300
9,2822,Ex,NridgHt,Ex,0.0,1734.0,1734,1020.0,3,424.0,Ex,2009,60,2008,582933
5,2177,TA,Crawfor,TA,375.0,1032.0,1102,484.0,2,430.0,TA,1991,90,1950,215000
5,1264,TA,NAmes,TA,697.0,1268.0,1264,461.0,1,324.0,TA,1960,20,1960,167500
6,1244,TA,NAmes,TA,777.0,1244.0,1244,336.0,1,0.0,TA,1957,20,1957,150000
7,1818,TA,IDOTRR,TA,224.0,1040.0,1226,240.0,1,600.0,TA,1950,50,1931,169500
8,1719,Gd,Veenker,Gd,1619.0,1719.0,1719,473.0,1,0.0,Gd,1993,120,1993,324000
6,1329,TA,NAmes,Gd,923.0,1329.0,1329,312.0,1,108.0,TA,1958,20,1958,172000
4,1620,TA,Sawyer,TA,1116.0,1281.0,1620,490.0,2,0.0,TA,1993,20,1976,150000
6,1324,TA,NAmes,TA,643.0,1088.0,1324,440.0,2,101.0,TA,1965,20,1965,160000
6,882,Fa,NAmes,TA,564.0,882.0,882,502.0,1,0.0,TA,1956,20,1956,124500
6,1177,Gd,NWAmes,Gd,781.0,1153.0,1177,495.0,2,98.0,TA,1984,20,1984,151500
7,1582,Gd,CollgCr,Gd,490.0,770.0,770,520.0,2,0.0,Gd,2004,60,2004,185900
6,1680,Gd,Crawfor,Gd,808.0,880.0,1680,540.0,2,260.0,Gd,2007,20,1988,222000
7,1661,Gd,CollgCr,Gd,0.0,1649.0,1661,598.0,2,442.0,TA,1998,20,1998,224900
6,1707,TA,NWAmes,TA,832.0,1140.0,1707,479.0,2,144.0,TA,1998,20,1978,184000
7,1458,Gd,Gilbert,Gd,0.0,608.0,608,454.0,2,44.0,TA,2007,60,2006,168165
3,640,,Edwards,TA,0.0,0.0,640,240.0,1,0.0,TA,2007,30,1945,84900
7,1389,TA,OldTown,TA,0.0,651.0,707,240.0,1,0.0,TA,1992,60,1946,135000
7,1368,Gd,Mitchel,TA,1243.0,1288.0,1368,784.0,2,200.0,TA,1997,90,1997,215000
6,1802,Gd,SawyerW,Gd,860.0,946.0,964,1017.0,2,85.0,Gd,1993,60,1993,218000
6,2180,TA,IDOTRR,TA,375.0,1138.0,1138,720.0,1,0.0,TA,1950,50,1915,161000
8,1419,Gd,Gilbert,Gd,353.0,408.0,779,527.0,2,0.0,Gd,2002,80,2002,184100
8,1646,Gd,Timber,Gd,1513.0,1638.0,1646,800.0,2,338.0,Gd,2008,20,2007,293077
4,630,Gd,MeadowV,TA,495.0,630.0,630,0.0,1,0.0,TA,1972,180,1972,81000
6,1298,TA,Crawfor,TA,113.0,651.0,759,240.0,2,0.0,TA,2005,50,1921,146500
3,894,TA,IDOTRR,TA,0.0,894.0,894,1248.0,1,0.0,Fa,1950,30,1935,81000
8,1491,Ex,Mitchel,Gd,0.0,1491.0,1491,490.0,2,0.0,Gd,2001,20,2001,209000
8,1496,Gd,Somerst,Gd,0.0,1496.0,1496,474.0,2,140.0,Gd,2007,20,2007,225000
7,1302,Gd,Gilbert,Gd,0.0,1302.0,1302,436.0,2,0.0,Gd,2007,20,2007,176485
7,1222,Gd,CollgCr,Gd,24.0,1222.0,1222,615.0,2,80.0,Gd,2010,20,2010,187000
6,1441,TA,NPkVill,TA,311.0,855.0,855,440.0,2,0.0,TA,1978,160,1978,148500
6,1217,Gd,SawyerW,TA,0.0,626.0,626,288.0,1,0.0,TA,1980,160,1980,120000
6,1425,TA,NAmes,TA,490.0,1425.0,1425,576.0,2,272.0,TA,1964,20,1964,180500
5,1072,TA,BrkSide,TA,134.0,1072.0,1072,1184.0,1,0.0,TA,1950,30,1925,126500
6,1034,TA,Mitchel,TA,539.0,1012.0,1034,888.0,1,335.0,TA,1976,80,1976,169900
5,1268,TA,SWISU,TA,832.0,832.0,832,250.0,1,88.0,TA,1950,50,1938,160000
6,1710,Gd,SawyerW,Gd,426.0,832.0,832,506.0,2,120.0,Gd,1993,60,1993,187000
6,848,Gd,CollgCr,Gd,662.0,848.0,848,420.0,1,205.0,Gd,2004,120,2004,145000
5,864,TA,Edwards,TA,167.0,864.0,864,572.0,1,0.0,TA,1990,20,1955,115000
8,3279,Gd,StoneBr,Ex,1416.0,1650.0,1690,841.0,3,603.0,Ex,2003,60,2003,538000
4,912,,BrkSide,TA,0.0,0.0,672,0.0,1,0.0,TA,1950,50,1947,80500
6,1432,TA,BrkSide,Gd,0.0,1022.0,1432,216.0,1,0.0,TA,1950,30,1923,149000
7,1494,Gd,CollgCr,Gd,922.0,1494.0,1494,530.0,2,99.0,Gd,2002,20,2002,221000
5,1235,TA,NAmes,TA,600.0,1235.0,1235,480.0,1,203.0,TA,1961,20,1961,98600
6,1636,Gd,Gilbert,TA,138.0,916.0,916,386.0,2,0.0,TA,1996,60,1996,173000
7,1190,Gd,CollgCr,Gd,709.0,1169.0,1190,578.0,2,0.0,Gd,2005,20,2005,173500
6,1716,Gd,Somerst,Gd,0.0,858.0,858,615.0,2,0.0,Gd,2005,60,2005,200825
7,1248,Gd,Blmngtn,Gd,16.0,1248.0,1248,438.0,2,16.0,Gd,2006,120,2005,167240
8,1360,Gd,StoneBr,Gd,1036.0,1220.0,1360,565.0,1,0.0,Gd,1984,120,1984,187500
6,1218,TA,BrDale,TA,0.0,672.0,672,0.0,1,236.0,TA,1971,160,1971,91500
8,1566,TA,OldTown,Gd,0.0,930.0,930,288.0,2,0.0,Gd,2003,70,1900,150000
8,1682,Ex,StoneBr,Gd,656.0,1664.0,1682,528.0,1,0.0,Gd,1997,120,1997,247900
7,1242,TA,NWAmes,TA,916.0,1242.0,1242,528.0,1,320.0,TA,1973,20,1973,175500
6,1165,TA,NAmes,TA,312.0,1127.0,1165,490.0,1,183.0,TA,1966,80,1966,174900
7,1548,Gd,Blmngtn,Gd,1059.0,1365.0,1548,388.0,2,18.0,Gd,2004,120,2004,225000
4,1049,Po,IDOTRR,TA,0.0,356.0,671,195.0,1,0.0,TA,2000,50,1910,80900
6,1114,Gd,SawyerW,Gd,814.0,1114.0,1114,576.0,1,0.0,TA,2004,20,2003,155000
4,1363,Fa,OldTown,TA,0.0,622.0,741,528.0,1,0.0,TA,1950,70,1910,125500
5,1113,TA,NAmes,Gd,607.0,1113.0,1113,264.0,1,0.0,Gd,2007,20,1950,147000
7,1220,Gd,CollgCr,Gd,684.0,1199.0,1220,632.0,2,84.0,Gd,2006,20,2006,194000
5,1625,TA,NWAmes,TA,0.0,1625.0,1625,484.0,2,0.0,TA,1965,90,1965,140500
5,925,TA,NAmes,Gd,114.0,925.0,925,252.0,1,0.0,TA,2003,20,1956,127000
5,1009,TA,CollgCr,TA,755.0,995.0,1009,576.0,2,51.0,TA,1977,80,1977,160000
6,1505,TA,NAmes,TA,1024.0,1505.0,1505,505.0,1,90.0,TA,1953,20,1953,149500
5,2200,TA,Edwards,TA,1084.0,1272.0,1272,0.0,2,0.0,TA,2003,90,1900,145900
5,884,TA,NAmes,TA,741.0,884.0,884,270.0,1,0.0,TA,1991,20,1951,142000
8,1337,Gd,StoneBr,Gd,319.0,1337.0,1337,462.0,2,0.0,Gd,1989,120,1989,188500
6,1961,Ex,Mitchel,Gd,690.0,804.0,804,560.0,2,0.0,TA,2002,60,2001,215000
6,1602,Gd,NWAmes,Gd,1246.0,1602.0,1602,529.0,2,126.0,Gd,2000,20,1977,215000
6,1200,Gd,CollgCr,Gd,334.0,1200.0,1200,521.0,2,0.0,Gd,1995,20,1995,177500
5,882,TA,CollgCr,TA,138.0,882.0,882,461.0,1,0.0,TA,1972,20,1972,112500
5,925,TA,NAmes,TA,338.0,925.0,925,429.0,1,0.0,TA,1965,20,1965,117500
6,1176,TA,BrkSide,TA,0.0,698.0,786,624.0,1,0.0,Gd,2000,50,1937,134900
6,1764,Gd,CollgCr,Gd,821.0,928.0,928,470.0,2,0.0,TA,1997,60,1997,231500
6,1378,TA,OldTown,Gd,0.0,901.0,861,162.0,1,0.0,TA,1998,50,1935,128900
8,1592,Gd,CollgCr,Gd,408.0,1556.0,1592,484.0,2,519.0,Gd,1995,20,1994,228000
7,2207,Gd,NAmes,TA,912.0,1947.0,2207,576.0,2,287.0,TA,1989,20,1970,180000
5,1144,TA,NAmes,TA,856.0,1169.0,1144,286.0,1,164.0,Gd,1956,20,1956,150000
5,2432,TA,Mitchel,TA,0.0,1216.0,1216,616.0,4,0.0,TA,1986,90,1985,159000
6,1285,TA,Sawyer,TA,0.0,660.0,1285,528.0,1,148.0,TA,1977,20,1977,143500
5,1365,TA,BrDale,Gd,402.0,765.0,765,440.0,1,200.0,TA,1973,160,1973,125500
8,1992,Ex,Somerst,Gd,0.0,1053.0,1053,648.0,2,768.0,Gd,2004,60,2003,250000
5,894,TA,Sawyer,TA,762.0,864.0,894,440.0,1,0.0,TA,1974,20,1974,142500
5,999,TA,NAmes,TA,784.0,925.0,999,300.0,1,0.0,TA,1962,85,1962,134500
7,2640,TA,OldTown,Gd,0.0,1240.0,1320,864.0,1,0.0,Gd,2003,70,1880,265979
8,1582,Ex,NridgHt,Gd,1012.0,1582.0,1582,905.0,2,302.0,Gd,2007,20,2007,317500
8,1338,Gd,Somerst,Gd,24.0,1338.0,1338,598.0,2,0.0,Gd,2007,20,2007,208900
6,1362,Gd,NridgHt,Gd,762.0,1362.0,1362,460.0,2,256.0,Gd,2006,120,2005,207000
5,1144,TA,NAmes,TA,0.0,1144.0,1144,336.0,1,69.0,TA,1960,20,1960,120000
5,819,TA,IDOTRR,Gd,0.0,610.0,819,0.0,1,0.0,TA,1950,30,1919,72000
8,2097,Ex,Somerst,Ex,1721.0,2077.0,2097,1134.0,1,0.0,Gd,2006,20,2005,423000
7,1665,Gd,Somerst,Gd,0.0,813.0,822,562.0,2,,Gd,2007,60,2007,205950
6,1560,Gd,Gilbert,Gd,0.0,684.0,684,400.0,2,0.0,Gd,2005,60,2005,174000
5,1440,TA,NAmes,Gd,1053.0,1248.0,1440,480.0,2,0.0,TA,1998,20,1959,185000
6,1266,TA,SawyerW,TA,0.0,630.0,630,283.0,1,0.0,TA,1980,160,1980,128000
6,1403,Gd,Timber,Gd,1136.0,1381.0,1403,470.0,2,0.0,Gd,2000,20,2000,202000
2,480,TA,IDOTRR,TA,50.0,480.0,480,308.0,0,0.0,TA,1950,20,1949,35311
6,1660,TA,Crawfor,TA,326.0,715.0,849,240.0,1,0.0,TA,1995,70,1934,188700
8,1460,Ex,Somerst,Gd,666.0,1460.0,1460,480.0,2,,Gd,2007,20,2006,247000
7,1511,Gd,Blmngtn,Gd,1038.0,1368.0,1511,398.0,2,40.0,Gd,2002,120,2002,246990
6,1797,Gd,Mitchel,Gd,944.0,1152.0,1152,616.0,2,0.0,Gd,1994,60,1993,231000
5,1560,TA,NAmes,TA,0.0,1560.0,1560,484.0,2,260.0,TA,1958,90,1958,128600
8,1795,Ex,Somerst,Gd,0.0,1795.0,1795,895.0,2,428.0,Gd,2007,20,2006,147000
8,2494,Gd,NoRidge,Gd,380.0,1290.0,1305,803.0,2,501.0,Gd,1995,60,1994,321000
6,1069,Gd,NPkVill,TA,727.0,1069.0,1069,440.0,2,0.0,TA,1975,120,1975,146300
7,2032,Ex,Mitchel,Gd,700.0,1840.0,2032,786.0,3,668.0,Gd,1997,20,1996,300000
7,1616,Gd,Somerst,Gd,0.0,1616.0,1616,834.0,2,228.0,Gd,2005,20,2005,232000
7,1290,Gd,CollgCr,Gd,902.0,1282.0,1290,662.0,2,0.0,Gd,2007,20,2007,200000
7,1504,Gd,Blmngtn,Gd,16.0,1346.0,1504,437.0,2,14.0,Gd,2006,120,2005,191000
5,1196,Gd,Edwards,TA,1070.0,1196.0,1196,336.0,1,0.0,TA,1968,20,1968,144000
5,1440,TA,NAmes,TA,360.0,720.0,720,480.0,1,0.0,TA,1964,60,1964,157500
6,848,Gd,CollgCr,Gd,685.0,848.0,848,420.0,1,170.0,Gd,2004,120,2003,144000
6,1512,Gd,Somerst,Gd,466.0,756.0,756,440.0,2,1159.0,Gd,2000,160,2000,177000
6,1316,TA,Crawfor,TA,379.0,644.0,672,369.0,1,0.0,TA,1950,70,1926,145000
6,1822,TA,SawyerW,Gd,0.0,1105.0,1105,515.0,2,0.0,TA,1984,50,1984,228500
5,955,TA,Sawyer,TA,763.0,955.0,955,386.0,1,0.0,TA,1966,20,1966,127000
8,1226,Gd,Greens,Gd,1052.0,1226.0,1226,484.0,1,0.0,Gd,1978,120,1978,206000
5,894,TA,CollgCr,TA,894.0,894.0,894,552.0,1,0.0,TA,1972,20,1972,149900
6,1090,Fa,IDOTRR,TA,0.0,720.0,760,240.0,1,0.0,TA,2006,50,1940,120000
4,1092,TA,MeadowV,TA,0.0,546.0,546,0.0,1,0.0,TA,1970,160,1970,79500
6,1293,TA,NAmes,TA,468.0,1178.0,1293,452.0,2,28.0,TA,1954,20,1954,149900
5,2020,,SawyerW,TA,0.0,0.0,2020,630.0,2,320.0,TA,1977,90,1977,144000
8,2541,Ex,StoneBr,Ex,986.0,1149.0,1164,729.0,3,146.0,Gd,2005,60,2005,349265
5,1040,TA,Sawyer,TA,812.0,1040.0,1040,686.0,1,0.0,TA,1968,20,1968,145000
8,1646,Ex,Crawfor,Gd,1564.0,1594.0,1646,525.0,2,186.0,Gd,2005,120,2004,300000
6,936,Ex,Mitchel,TA,16.0,920.0,936,460.0,0,134.0,TA,1997,120,1996,140000
8,1088,Gd,StoneBr,Gd,0.0,1074.0,1088,461.0,1,0.0,Gd,1986,120,1986,170000
5,1408,Gd,Edwards,TA,611.0,734.0,734,489.0,2,0.0,TA,2006,60,2005,171500
6,1288,TA,OldTown,Ex,0.0,624.0,664,280.0,1,0.0,TA,2007,70,1917,119000
7,2084,Gd,SawyerW,Gd,656.0,956.0,956,618.0,2,0.0,Gd,2004,60,2004,233000
6,1575,Gd,SawyerW,Gd,430.0,1575.0,1575,529.0,2,0.0,Gd,1992,120,1992,179200
5,954,Fa,Crawfor,Fa,0.0,920.0,954,240.0,1,0.0,TA,1950,30,1938,119750
5,1024,TA,Sawyer,TA,712.0,1024.0,1024,308.0,1,0.0,TA,1965,20,1965,120875
4,1436,Gd,Edwards,TA,173.0,676.0,760,528.0,2,0.0,TA,2000,70,1910,98000
7,2256,Gd,Gilbert,Gd,300.0,952.0,980,554.0,2,0.0,Gd,2000,60,2000,236000
9,1668,Gd,CollgCr,Gd,1059.0,1626.0,1668,702.0,2,215.0,Gd,2002,20,2002,285000
4,1361,Po,IDOTRR,TA,0.0,173.0,825,185.0,1,0.0,TA,1950,70,1895,89000
6,1302,Gd,NAmes,Gd,270.0,1302.0,1302,309.0,2,108.0,TA,1991,80,1964,158000
7,1954,TA,Crawfor,Gd,341.0,798.0,1137,431.0,1,312.0,Gd,2006,50,1939,311500
7,1295,,GrnHill,Gd,0.0,0.0,1295,312.0,2,0.0,Gd,1986,120,1986,230000
4,1204,Ex,Edwards,TA,0.0,416.0,1204,312.0,1,0.0,TA,1954,80,1954,100000
6,1427,TA,NWAmes,TA,828.0,1427.0,1427,516.0,2,0.0,TA,1969,80,1969,183000
9,2091,Ex,NridgHt,Ex,1290.0,1606.0,1625,521.0,2,385.0,Ex,2006,60,2005,338500
5,864,TA,NAmes,Gd,398.0,864.0,864,720.0,1,0.0,TA,2002,20,1950,129000
5,1440,TA,OldTown,TA,0.0,540.0,889,352.0,1,0.0,TA,1950,50,1900,79000
5,1750,Fa,OldTown,Ex,0.0,636.0,1089,240.0,1,0.0,TA,1991,70,1880,124000
5,1302,TA,BrDale,TA,231.0,630.0,630,264.0,2,268.0,TA,1972,160,1972,119500
5,1112,TA,Edwards,TA,0.0,585.0,687,226.0,2,0.0,TA,1950,50,1934,63000
5,2620,Gd,Sawyer,TA,498.0,1361.0,1361,600.0,2,1.0,TA,1977,90,1977,190000
8,1020,Gd,Blueste,TA,577.0,1004.0,1020,509.0,1,0.0,TA,1988,120,1988,200000
7,1492,Gd,Gilbert,Gd,0.0,738.0,738,440.0,2,0.0,Gd,2006,60,2006,185101
7,1200,Gd,Somerst,Gd,368.0,600.0,600,480.0,2,0.0,Gd,2005,160,2004,149500
7,1820,TA,BrkSide,TA,329.0,1026.0,1133,240.0,2,0.0,TA,1950,50,1925,184000
5,935,TA,Sawyer,TA,560.0,935.0,935,288.0,1,114.0,TA,1965,20,1965,137000
7,1944,TA,OldTown,TA,0.0,672.0,1272,216.0,2,0.0,TA,1994,70,1915,179900
7,2787,Ex,SawyerW,TA,820.0,1168.0,1168,820.0,4,23.0,TA,2000,90,2000,269500
4,1382,TA,Sawyer,TA,547.0,1051.0,1382,459.0,1,51.0,TA,1979,20,1963,148000
8,2551,Gd,NoRidge,Gd,1181.0,1779.0,1779,925.0,2,515.0,Gd,1998,60,1997,384500
6,1664,Gd,Gilbert,TA,0.0,953.0,953,460.0,2,0.0,TA,2000,60,2000,172400
8,1652,Ex,Crawfor,Gd,1480.0,1600.0,1652,482.0,2,186.0,Ex,2008,120,2008,392500
5,1376,TA,NAmes,TA,368.0,768.0,968,240.0,1,0.0,TA,1950,50,1941,105000
5,1111,TA,IDOTRR,Fa,0.0,530.0,581,288.0,1,0.0,TA,1996,75,1920,101000
4,1337,TA,NAmes,TA,0.0,832.0,832,263.0,1,0.0,TA,1956,50,1956,108000
6,1284,Gd,NWAmes,TA,256.0,1284.0,1284,480.0,2,0.0,TA,1984,20,1984,174000
4,948,TA,Edwards,TA,732.0,948.0,948,280.0,1,0.0,TA,1954,20,1954,119000
7,2013,Gd,NoRidge,TA,862.0,1117.0,1127,455.0,2,0.0,Gd,1997,60,1996,269790
5,1330,Fa,IDOTRR,TA,0.0,396.0,665,390.0,1,0.0,Fa,2004,70,1910,116500
5,1558,TA,OldTown,TA,421.0,690.0,868,400.0,1,0.0,TA,1950,70,1939,150000
7,1232,Gd,CollgCr,Gd,724.0,1232.0,1232,632.0,2,82.0,Gd,2007,20,2007,194500
6,2358,TA,ClearCr,TA,0.0,907.0,1307,360.0,3,0.0,TA,1997,50,1908,240000
6,2320,TA,Crawfor,Gd,774.0,1028.0,1436,180.0,2,0.0,TA,2002,70,1945,259500
8,1312,Ex,Timber,Gd,250.0,1267.0,1312,471.0,2,86.0,Gd,2001,20,2001,180500
5,1178,Gd,Mitchel,TA,1090.0,1090.0,1178,502.0,1,0.0,TA,2003,20,1976,135000
9,1944,Ex,NridgHt,Ex,1274.0,1896.0,1944,708.0,2,0.0,Gd,2004,20,2003,360000
4,861,Fa,OldTown,TA,0.0,861.0,861,288.0,1,0.0,TA,1950,30,1920,80000
7,1402,Ex,Blmngtn,Gd,0.0,1258.0,1402,648.0,0,72.0,Gd,2007,120,2006,194201
7,2039,TA,NAmes,TA,0.0,929.0,2039,791.0,1,0.0,Gd,1963,30,1941,167000
6,1229,Gd,Blueste,TA,0.0,561.0,561,462.0,1,0.0,TA,1980,160,1980,121000
5,938,Gd,CollgCr,TA,280.0,938.0,938,308.0,1,0.0,TA,1980,20,1975,130250
7,2080,Gd,Crawfor,Gd,0.0,1276.0,1276,282.0,1,0.0,Gd,2004,70,1926,234000
10,2492,Ex,NridgHt,Ex,2146.0,2492.0,2492,949.0,2,730.0,Ex,2005,20,2004,552000
5,1022,Fa,OldTown,Fa,782.0,1022.0,1022,184.0,1,0.0,TA,1950,30,1922,89500
4,1073,TA,IDOTRR,TA,967.0,1073.0,1073,720.0,1,0.0,TA,1980,20,1957,140000
10,2042,Ex,StoneBr,Ex,1152.0,1742.0,2042,724.0,2,250.0,Ex,2007,20,2006,455000
6,1395,TA,NAmes,TA,717.0,1395.0,1395,440.0,1,218.0,TA,1984,20,1963,192000
6,904,TA,BrkSide,TA,0.0,884.0,904,180.0,1,0.0,Gd,2004,45,1926,119000
6,1210,TA,Mitchel,TA,576.0,1128.0,1210,528.0,2,257.0,TA,1975,80,1975,148000
5,1143,TA,BrkSide,TA,406.0,1008.0,1143,288.0,1,0.0,Gd,1983,30,1928,138000
4,882,TA,NAmes,TA,804.0,882.0,882,525.0,1,0.0,TA,1970,20,1970,126000
5,1588,Gd,Somerst,Gd,0.0,725.0,725,561.0,3,0.0,Gd,2007,60,2007,212109
7,1344,TA,OldTown,Gd,336.0,672.0,672,456.0,1,0.0,TA,1990,70,1929,140000
6,1093,TA,NWAmes,TA,792.0,1093.0,1093,484.0,2,0.0,TA,1966,20,1966,158500
9,1884,Ex,StoneBr,Ex,1337.0,1884.0,1884,670.0,2,296.0,Ex,2004,20,2004,387000
6,2614,TA,NWAmes,TA,956.0,1522.0,1548,624.0,2,0.0,TA,1997,60,1974,240000
8,1710,Ex,NridgHt,Gd,1400.0,1710.0,1710,866.0,2,436.0,Gd,2008,20,2007,372402
6,1456,TA,NPkVill,Gd,514.0,855.0,855,440.0,2,0.0,TA,1975,160,1975,149900
5,864,TA,CollgCr,Ex,671.0,864.0,864,576.0,1,0.0,TA,2000,20,1972,127000
5,1797,TA,NAmes,TA,1127.0,1617.0,1797,963.0,1,302.0,TA,1957,20,1957,169000
7,2022,Gd,ClearCr,TA,392.0,1160.0,1156,505.0,2,299.0,TA,1977,60,1977,192000
9,1698,Ex,NridgHt,Ex,110.0,1698.0,1698,730.0,2,615.0,Gd,2005,20,2005,275000
6,1003,TA,Mitchel,TA,819.0,1003.0,1003,588.0,1,0.0,TA,1984,80,1984,142500
7,1873,Gd,CollgCr,Gd,342.0,988.0,988,597.0,2,0.0,Gd,1999,60,1999,235500
5,864,TA,NAmes,TA,521.0,864.0,864,624.0,1,0.0,TA,1958,20,1958,129900
7,2514,Gd,Timber,TA,1216.0,1216.0,1298,693.0,2,0.0,TA,1991,60,1990,250000
5,1365,TA,BrDale,TA,471.0,765.0,765,440.0,1,376.0,TA,1971,160,1971,122500
5,1041,TA,NAmes,TA,991.0,1041.0,1041,270.0,1,132.0,TA,1959,20,1959,124500
6,1617,Gd,SawyerW,Gd,165.0,1604.0,1617,533.0,2,0.0,Gd,1994,120,1993,193000
7,1337,Gd,NAmes,Gd,1051.0,1405.0,1337,511.0,2,0.0,Gd,1999,120,1999,184000
8,1836,Ex,NridgHt,Gd,1039.0,1836.0,1836,862.0,2,42.0,Gd,2005,20,2004,280000
6,1141,Gd,SawyerW,TA,0.0,1141.0,1141,484.0,1,0.0,Gd,2005,20,2005,142500
7,1686,Gd,SawyerW,Gd,0.0,891.0,891,462.0,2,172.0,Gd,2005,60,2005,184000
8,2794,Gd,NoRidge,Ex,689.0,1462.0,1490,810.0,2,506.0,Gd,1996,60,1995,403000
6,1320,TA,NAmes,TA,315.0,768.0,819,576.0,2,0.0,TA,1950,50,1948,138000
6,1484,TA,OldTown,TA,0.0,742.0,742,0.0,2,0.0,TA,2001,75,1914,128000
5,887,TA,Mitchel,TA,516.0,864.0,887,288.0,1,0.0,TA,1984,20,1984,124500
4,1663,Gd,ClearCr,Gd,1116.0,1364.0,1663,529.0,1,0.0,TA,1994,20,1954,256000
2,1086,Fa,OldTown,TA,0.0,723.0,723,400.0,1,0.0,Fa,1950,70,1920,55000
5,1144,TA,Edwards,TA,739.0,1144.0,1144,596.0,1,0.0,TA,1956,20,1956,129000
6,784,Fa,SawyerW,TA,0.0,784.0,784,360.0,1,0.0,TA,1950,45,1928,76000
8,1448,Gd,Somerst,Gd,24.0,1372.0,1448,692.0,2,238.0,Gd,2007,20,2006,238500
7,1992,Gd,CollgCr,Gd,762.0,860.0,1212,608.0,2,254.0,Gd,2002,60,1996,211000
5,950,TA,NAmes,TA,624.0,984.0,950,400.0,1,0.0,TA,1953,20,1953,130000
5,864,Gd,Sawyer,TA,489.0,864.0,864,276.0,1,0.0,TA,1963,20,1963,119916
5,1576,TA,BrkSide,Gd,1309.0,1324.0,1072,528.0,1,0.0,TA,2004,70,1923,223500
5,875,TA,BrkSide,TA,209.0,715.0,875,180.0,1,0.0,TA,1993,30,1931,105000
5,1005,TA,NAmes,TA,488.0,1005.0,1005,319.0,1,0.0,TA,1956,20,1956,133500
7,2035,Gd,Gilbert,Gd,0.0,884.0,884,434.0,2,180.0,Gd,2001,60,2001,222500
6,988,TA,NAmes,Gd,708.0,988.0,988,297.0,2,0.0,Gd,1998,20,1959,149500
5,1728,TA,NAmes,TA,231.0,1728.0,1728,576.0,2,108.0,TA,1965,90,1965,142600
6,1635,TA,OldTown,Gd,0.0,485.0,1001,255.0,1,0.0,TA,2003,50,1910,117000
5,1568,TA,NAmes,TA,0.0,1568.0,1568,440.0,1,0.0,TA,1967,20,1967,143000
10,2775,TA,OldTown,Gd,0.0,1237.0,1521,880.0,3,0.0,Ex,2000,75,1893,325000
5,1518,TA,Edwards,Fa,1035.0,1580.0,1518,0.0,1,0.0,TA,2007,30,1940,260000
6,816,TA,NAmes,TA,574.0,816.0,816,240.0,1,0.0,TA,1950,30,1934,129800
5,936,TA,NAmes,TA,486.0,936.0,936,240.0,1,0.0,TA,1975,20,1954,121000
7,1352,Ex,Somerst,Gd,937.0,1352.0,1352,466.0,2,0.0,Gd,2007,120,2006,194000
